label,lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,lm_63,lm_64,lm_65,lm_66,lm_67,lm_68,lm_69,lm_70,lm_71,lm_72,lm_73,lm_74,lm_75,lm_76,lm_77,lm_78,lm_79,lm_80,lm_81,lm_82,lm_83
P,0.79940224,0.7276659,0.21149626,0.38853055,0.6034475,0.43962732,0.5769568,0.4403008,0.4217375,0.6309863,0.14849463,0.5884267,0.47568983,0.48560527,0.6249194,0.63870305,0.4193824,0.36502618,0.5016334,0.4097369,0.43030694,0.4959492,0.6564312,0.47416854,0.3383205,0.59218156,0.5229885,0.36389044,0.56871134,0.5803193,0.33979642,0.52191514,0.5176312,0.5017243,0.39651787,0.5898106,0.54001635,0.5206376,0.6217589,0.4779556,0.4806658,0.6446768,0.49385017,0.4767147,0.3835928,0.6384234,0.57183266,0.5288592,0.3629695,0.59587014,0.5124842,0.64741296,0.39888087,0.3376826,0.38611338,0.4580061,0.48602054,0.3906262,0.68851596,0.4177798,0.48818347,0.42948472,0.4052621,0.45398024,0.40003917,0.43290582,0.5168297,0.4458476,0.6559799,0.6564303,0.48340335,0.47195983,0.6598159,0.5872736,0.30674314,0.40721446,0.5417108,0.56181926,0.5053778,0.51254606,0.4097972,0.48654842,0.5545374,0.5419991
P,0.69634485,0.6700007,0.4374534,0.40090725,0.46683344,0.5343423,0.3670628,0.4169558,0.6367965,0.45725307,0.5008944,0.57851595,0.5901168,0.49089804,0.48371935,0.36405528,0.41589427,0.56077003,0.47064194,0.50150067,0.64546734,0.38163543,0.4119473,0.2571466,0.5754054,0.37447286,0.7632141,0.7971195,0.5325333,0.5198275,0.41608146,0.5569593,0.5920868,0.40439755,0.6706128,0.44310585,0.63036287,0.58184457,0.43222734,0.44793165,0.4070884,0.4552554,0.3796306,0.38112652,0.5062205,0.5436514,0.44263494,0.45390916,0.6340363,0.61009294,0.5369904,0.5730657,0.5539137,0.4178773,0.5852757,0.5573875,0.4674406,0.7364264,0.45522314,0.6598784,0.3523366,0.52110255,0.5756239,0.49018416,0.4165891,0.49232423,0.46508995,0.4235503,0.34664547,0.33240485,0.41399756,0.413129,0.3523249,0.3866445,0.42127526,0.50411385,0.40706575,0.3953082,0.5996773,0.53959394,0.3971482,0.55815184,0.46134666,0.6404024
P,0.6591799,0.55024433,0.32369912,0.54744744,0.30036962,0.44468522,0.3895112,0.55607265,0.4897341,0.5817796,0.5444712,0.654578,0.60073924,0.44183132,0.45320258,0.5122612,0.42882666,0.7229231,0.47719532,0.3622677,0.47019228,0.53469753,0.45862752,0.3751149,0.32511324,0.41033328,0.3067155,0.49555534,0.53846043,0.55555147,0.47871065,0.5138673,0.404387,0.47684592,0.48760363,0.57059985,0.5783561,0.32681656,0.5105534,0.36090565,0.3492248,0.54527235,0.39503646,0.5864917,0.5648643,0.54095715,0.5114546,0.6046453,0.67847955,0.6632624,0.63010836,0.61680704,0.43011743,0.41804603,0.58106023,0.46799484,0.6432602,0.575211,0.4878787,0.48061118,0.5145503,0.65834165,0.5165548,0.36690402,0.6843746,0.60129,0.49622697,0.4644627,0.56267834,0.571245,0.487091,0.46403039,0.3801676,0.46443868,0.6019414,0.37159157,0.6605758,0.45685524,0.5121633,0.46634144,0.35257792,0.51605004,0.44832772,0.39606616
P,0.9107989,0.59750456,0.2680871,0.41739818,0.4968961,0.5186574,0.68281823,0.5065095,0.6352259,0.45266187,0.5457858,0.554808,0.36810046,0.45283294,0.5336807,0.36262733,0.40229386,0.46208006,0.43500227,0.37340945,0.55885714,0.46766448,0.44884795,0.4872821,0.4377123,0.5424488,0.401447,0.5299547,0.52127147,0.33571845,0.37813652,0.42099297,0.43125874,0.5188335,0.5183787,0.42608643,0.60198367,0.5075053,0.48640293,0.64169884,0.6079197,0.6200868,0.41474497,0.5849902,0.5132058,0.5692899,0.40281066,0.55434334,0.4516111,0.5042527,0.4713127,0.5110025,0.5437103,0.56952834,0.578721,0.47624117,0.57618713,0.5342975,0.51479614,0.42519262,0.5750304,0.43181264,0.5920836,0.4409545,0.5317692,0.6084839,0.57206213,0.54322094,0.54313445,0.42596754,0.53761196,0.37269443,0.48471162,0.49123877,0.57958734,0.33186203,0.5225255,0.49664673,0.50912255,0.67978483,0.5136102,0.619183,0.579798,0.5322948
P,0.8413978,0.57190686,0.47526455,0.25102884,0.6087743,0.47067538,0.36397445,0.5845588,0.43515587,0.6863236,0.5758637,0.45951027,0.691989,0.6196647,0.6273484,0.59040904,0.64285064,0.22162873,0.6322227,0.5310608,0.61460274,0.48293054,0.45205295,0.42873544,0.3941443,0.36498272,0.26771462,0.31288216,0.41178432,0.30399323,0.5500241,0.37643194,0.48850045,0.32524014,0.44647375,0.4419244,0.53604496,0.44584796,0.46322206,0.60842025,0.4971944,0.30265778,0.5466719,0.39533913,0.42430836,0.5368234,0.44331604,0.45053875,0.61011916,0.55983406,0.5351121,0.2673282,0.481787,0.43401074,0.5864368,0.735523,0.5179111,0.40860504,0.40463373,0.43136546,0.42995152,0.31287575,0.35690898,0.503153,0.49805525,0.504985,0.6245815,0.53629845,0.5375038,0.6174644,0.5285479,0.5877471,0.4277586,0.62071353,0.4330547,0.5899521,0.4345479,0.58131367,0.4400365,0.41947526,0.65204036,0.4802578,0.33222073,0.49547264
P,0.80667365,0.81945086,0.47241718,0.6095551,0.5467744,0.5883516,0.56274164,0.50528145,0.64101636,0.58985543,0.48477396,0.27276975,0.57867897,0.54498166,0.6232704,0.39942163,0.45500663,0.45302302,0.6471895,0.3292484,0.6289381,0.5312584,0.36294538,0.456061,0.55606997,0.6014216,0.6052299,0.4892083,0.5156092,0.64601374,0.69222,0.68358797,0.5828648,0.4598917,0.56082195,0.4370749,0.6029377,0.4504478,0.5509425,0.39702728,0.5299791,0.45583192,0.42487353,0.73444456,0.5305045,0.6688934,0.41481787,0.58871514,0.6236725,0.39794162,0.5575443,0.59199446,0.3194306,0.5306871,0.4929879,0.5380531,0.4143092,0.6304715,0.5083004,0.504744,0.3798988,0.5616791,0.49358782,0.5001895,0.49929655,0.437491,0.41679588,0.5203235,0.51392716,0.4639328,0.5726812,0.5060602,0.47338435,0.41932276,0.3236028,0.56107223,0.2628355,0.60289776,0.38819623,0.46601188,0.5569377,0.45345175,0.7322563,0.74401116
P,0.734214,0.72225225,0.46842828,0.50377584,0.47195366,0.44336218,0.6083725,0.5402197,0.42465904,0.44608226,0.39092368,0.39091533,0.5155852,0.4459841,0.59110713,0.49971634,0.53602093,0.54477775,0.5367098,0.46840903,0.52404886,0.57700866,0.52415514,0.5784668,0.6426347,0.6064268,0.631958,0.4802262,0.45402858,0.47194445,0.61816704,0.52518356,0.37053484,0.4004047,0.45006767,0.43145463,0.521182,0.5293058,0.45959407,0.38953665,0.44908354,0.29512173,0.5852864,0.6539598,0.4646876,0.43960732,0.5703331,0.47608343,0.44076195,0.79889345,0.46405882,0.41242892,0.6801158,0.25679612,0.41215625,0.47006366,0.34901327,0.56248367,0.43779358,0.38001344,0.41301262,0.4794965,0.41717786,0.4564406,0.4448326,0.515162,0.567493,0.36948097,0.48711282,0.5737093,0.5384864,0.6084141,0.57707536,0.440669,0.6420061,0.29222202,0.65946764,0.32436085,0.58920306,0.5304323,0.3160241,0.47073406,0.46598253,0.55913585
P,0.9502554,0.7217226,0.5170698,0.29882818,0.59605247,0.46276128,0.42162377,0.4720919,0.25540596,0.3610565,0.34032193,0.3439681,0.3739428,0.50089866,0.3885933,0.32754272,0.46776924,0.63862944,0.5015101,0.6426242,0.41919726,0.4679407,0.66782445,0.63020855,0.60356164,0.5001527,0.43297827,0.4673161,0.6268693,0.50928265,0.46752682,0.4445033,0.41008592,0.63884443,0.517043,0.4711012,0.48722675,0.5331618,0.41155466,0.48701218,0.65838325,0.45995256,0.29164797,0.48345724,0.5004777,0.54643786,0.52547884,0.37060702,0.61878234,0.77038693,0.42210174,0.65560514,0.5123596,0.6046411,0.5170935,0.6640649,0.48434892,0.4374539,0.47810677,0.6665087,0.25482053,0.20084861,0.66016746,0.5239134,0.5450974,0.29953855,0.51187986,0.35692012,0.6920481,0.5750403,0.35400286,0.30551025,0.4097551,0.4831248,0.62407994,0.69835347,0.58363557,0.549093,0.3350197,0.5396323,0.4098977,0.49325463,0.4919472,0.41743618
P,0.8425663,0.7033868,0.5669013,0.69010615,0.5077046,0.5015012,0.25249904,0.3741973,0.49525672,0.4783014,0.50414217,0.32447267,0.70342916,0.4930393,0.56672674,0.45035765,0.4759902,0.40105116,0.5100059,0.5389416,0.522972,0.55599046,0.41773477,0.46166778,0.6058278,0.60910547,0.46984187,0.3558849,0.5219315,0.6077716,0.52426064,0.48365554,0.51296157,0.6075879,0.5232199,0.4927373,0.67554224,0.43315792,0.51173365,0.6232566,0.5525156,0.5892237,0.5330815,0.35031897,0.54870987,0.44434476,0.7519919,0.44534108,0.48328942,0.7511519,0.5540613,0.52493846,0.58547497,0.5969322,0.5039519,0.5911646,0.53860193,0.78491056,0.37754744,0.5456538,0.52560246,0.3771924,0.56873953,0.34262067,0.6666006,0.6502198,0.6970924,0.48511183,0.5596257,0.46254233,0.5614638,0.22480717,0.5126107,0.4057278,0.44134617,0.5665915,0.5035166,0.44839194,0.6676568,0.39255348,0.56187314,0.5530189,0.5498543,0.5625325
P,0.68477255,0.7337103,0.5411852,0.51848596,0.5028429,0.27438676,0.37452656,0.31996894,0.40653127,0.7300493,0.5986591,0.6040977,0.5639436,0.42779642,0.5005803,0.6441751,0.44824344,0.29472396,0.5685667,0.3784055,0.5048165,0.6115529,0.48197553,0.41518778,0.49160272,0.49397206,0.38971126,0.3187708,0.6126191,0.6001016,0.37184715,0.5736633,0.50023973,0.52145326,0.33690113,0.38845292,0.39592925,0.5624272,0.5838066,0.5990634,0.37711832,0.49806523,0.623984,0.33623576,0.40816212,0.6131095,0.49930835,0.5382522,0.6657898,0.537892,0.553137,0.5415073,0.50178057,0.56180316,0.50593805,0.40535876,0.4934286,0.46066958,0.48572475,0.41591382,0.48913273,0.6116154,0.66252553,0.47266513,0.44208065,0.5571634,0.5293801,0.45976847,0.5270798,0.68613786,0.5421162,0.5203354,0.4286167,0.39632016,0.63426316,0.6163147,0.61379534,0.38352942,0.34394336,0.57037896,0.52196276,0.5020996,0.41724548,0.55965644
P,0.9500024,0.79610825,0.5565561,0.3827248,0.47816992,0.47716764,0.47816914,0.3678897,0.5821861,0.48478514,0.5074692,0.5241139,0.493609,0.47562584,0.5760925,0.65816146,0.54630566,0.44827342,0.4257431,0.46173197,0.53956056,0.4633561,0.3476947,0.42983598,0.51304793,0.43380934,0.36048883,0.38414243,0.6138983,0.5207192,0.6365009,0.4356207,0.4613135,0.4784098,0.38013417,0.42945465,0.3590721,0.60048693,0.54978144,0.37771946,0.4355172,0.71299464,0.5501061,0.5244447,0.57665265,0.34179038,0.6019742,0.52172947,0.50828373,0.4765609,0.45485374,0.54028517,0.6141644,0.40035453,0.3629126,0.38778582,0.37712675,0.57856005,0.7220229,0.383907,0.61835057,0.7454154,0.4456993,0.40887967,0.5837322,0.5629666,0.3923433,0.4745745,0.37951654,0.5426089,0.46871653,0.42828566,0.6227692,0.5100612,0.44778615,0.57875246,0.47615597,0.43133965,0.41613078,0.4776825,0.44393218,0.6204511,0.41816372,0.62897766
P,0.63706654,0.6915461,0.3150288,0.5633978,0.19202116,0.5423704,0.47389913,0.5237332,0.6313082,0.58371675,0.44288278,0.56173223,0.4373676,0.5707988,0.42233855,0.6167741,0.40888435,0.6293249,0.50345606,0.53397536,0.43125936,0.36045194,0.36809713,0.6868645,0.43648976,0.50767344,0.44728494,0.39074305,0.4562363,0.56738216,0.50971067,0.45921057,0.42903787,0.6654533,0.6539559,0.45702538,0.41417858,0.5424541,0.4574832,0.7284246,0.3448429,0.39155072,0.5848435,0.5192715,0.6322132,0.6109071,0.5403312,0.37973008,0.62929654,0.46366602,0.59898615,0.47445792,0.6022441,0.3046257,0.48914847,0.45448047,0.5127155,0.62669,0.45754766,0.58904254,0.3854335,0.54447293,0.4550573,0.40478456,0.36892736,0.46916962,0.63719016,0.5775167,0.49398383,0.4917273,0.46954566,0.49166086,0.32572377,0.55797327,0.4582664,0.5069841,0.4875782,0.58229905,0.5203909,0.7343382,0.4375068,0.49168625,0.55556744,0.61683184
P,0.66274595,0.6356271,0.6110081,0.47235388,0.57211226,0.54684633,0.461563,0.5250254,0.39130625,0.568205,0.4356292,0.40787858,0.47398064,0.7144307,0.43831593,0.55062497,0.45030266,0.45318997,0.5915108,0.5028592,0.42598134,0.3662668,0.6553229,0.48388454,0.55658793,0.5964378,0.4838652,0.26866537,0.49288958,0.5511075,0.4304656,0.46060956,0.62123895,0.54389656,0.38747498,0.6340024,0.43650037,0.535722,0.5785575,0.70194054,0.5445174,0.55859625,0.20766675,0.60012496,0.47115654,0.4843769,0.4583606,0.46898806,0.4983322,0.5812485,0.37204677,0.44839892,0.4941946,0.47138268,0.42294914,0.66456306,0.5248054,0.44691315,0.50993574,0.58809066,0.4708836,0.39175904,0.4964667,0.3393162,0.46503747,0.49978295,0.5646195,0.4825515,0.5507859,0.5414384,0.5859696,0.4272768,0.51219934,0.37014812,0.5086696,0.60247236,0.45351726,0.4074309,0.36652762,0.32002228,0.44351304,0.66579473,0.61131525,0.38837832
P,0.8542818,0.552207,0.47080737,0.57918537,0.56034935,0.5738754,0.5300452,0.42383182,0.5004133,0.45575416,0.5143688,0.61325973,0.5627621,0.5226697,0.5105847,0.3535351,0.66679204,0.40367144,0.54592943,0.4309507,0.6301306,0.51220155,0.4880544,0.7219179,0.56370723,0.70227426,0.7016375,0.4788313,0.5701094,0.36837512,0.49011227,0.43885761,0.46250087,0.5308783,0.40792572,0.57311374,0.421258,0.4485269,0.52682966,0.48400688,0.41624108,0.780123,0.40797228,0.5797079,0.6005328,0.49334842,0.49807337,0.52119035,0.28226298,0.63781583,0.3299352,0.47911492,0.38387805,0.6961047,0.48067814,0.43207145,0.43720537,0.61761636,0.65384495,0.43558732,0.66958153,0.4407366,0.54174083,0.34190726,0.33865842,0.59373677,0.42331386,0.41821808,0.37946168,0.4306168,0.6784589,0.56578493,0.42463446,0.56650037,0.6970446,0.64208597,0.4415582,0.4825121,0.5766321,0.63692176,0.6001347,0.39664537,0.3769882,0.4670695
P,0.78457594,0.5679347,0.5555492,0.5760861,0.50189424,0.5341224,0.6477069,0.53610045,0.49777412,0.36564845,0.5140088,0.4101614,0.4431802,0.41408575,0.56508094,0.48021752,0.43776748,0.4771792,0.47086442,0.48739237,0.47666776,0.49555114,0.5416453,0.52708656,0.5077017,0.496616,0.5218149,0.703852,0.5071541,0.67282933,0.5384607,0.52703106,0.41507235,0.39569587,0.62667495,0.47618315,0.52566993,0.4549098,0.505807,0.47373903,0.4384933,0.46553338,0.5431083,0.4527509,0.5656329,0.55194443,0.65551627,0.5190782,0.5282031,0.54967886,0.4455205,0.4979326,0.40063772,0.56312317,0.4473298,0.67325747,0.4642762,0.5059676,0.42221582,0.5533185,0.5193687,0.42896515,0.35986942,0.49437433,0.5129991,0.40712333,0.4080637,0.48644894,0.38213375,0.555259,0.35961235,0.6612485,0.6352051,0.5738874,0.46261248,0.38843617,0.5603583,0.55247575,0.6877912,0.572364,0.5065839,0.4126493,0.52903426,0.28656754
P,0.935085,0.6493254,0.5301061,0.46114925,0.62814164,0.41587028,0.42084092,0.37490138,0.32614416,0.5180566,0.57147765,0.3639885,0.6085784,0.6747557,0.34894985,0.5632684,0.49276334,0.57047224,0.50616354,0.32447433,0.45802468,0.51980174,0.45244157,0.52524954,0.45109957,0.44432923,0.52444273,0.38070273,0.40632448,0.48179698,0.2840081,0.633845,0.5544126,0.4539931,0.4970623,0.5422133,0.5962871,0.52605176,0.64050215,0.18630713,0.44475913,0.5730205,0.37070698,0.3896647,0.4731118,0.5784453,0.56215763,0.41984856,0.6543927,0.38079157,0.45964238,0.43769288,0.38942295,0.6119169,0.75118357,0.45330727,0.39771503,0.52568346,0.5025964,0.33293533,0.45457816,0.46368936,0.6017873,0.5131865,0.5980692,0.537778,0.5000199,0.5885557,0.35736787,0.5405248,0.4974201,0.53189343,0.29890645,0.42172083,0.5416664,0.67996657,0.47154424,0.50417113,0.48595545,0.510983,0.49867976,0.45569262,0.38184935,0.544314
P,0.8961147,0.7196511,0.60392624,0.6427515,0.3351911,0.47209048,0.5140267,0.5543361,0.3518665,0.60293347,0.6729345,0.67523634,0.31037658,0.5006694,0.5093959,0.42674643,0.57091945,0.46858013,0.43267524,0.5955078,0.52011126,0.38353792,0.5016091,0.50583583,0.44060016,0.5792653,0.61445796,0.52439004,0.4663279,0.64364207,0.6037118,0.42506072,0.53551984,0.5744108,0.45683473,0.35237852,0.41833916,0.708351,0.54664457,0.65677154,0.5835494,0.29444623,0.40107673,0.6681585,0.29926103,0.52564096,0.43403223,0.44553095,0.7778859,0.5590283,0.61448926,0.58607984,0.30936307,0.46520707,0.53815645,0.5354163,0.51694643,0.46580994,0.5232645,0.47429737,0.42253748,0.43540326,0.54482347,0.46458668,0.47930327,0.43233216,0.5450244,0.5221395,0.35239154,0.4362944,0.5824176,0.50209194,0.62778556,0.39711112,0.49868402,0.37104106,0.4569028,0.52102876,0.34915817,0.6132441,0.47536397,0.44610202,0.5734936,0.54302466
P,0.7778329,0.76181126,0.55316454,0.45223656,0.70056313,0.72438204,0.6492319,0.59023535,0.6245337,0.5193433,0.55739343,0.42002016,0.32083094,0.3947162,0.6308204,0.5801265,0.38039726,0.46341127,0.53132683,0.3560966,0.38900465,0.7010275,0.7252569,0.43056068,0.4889079,0.43453407,0.6075485,0.4394406,0.30505008,0.6275602,0.5218783,0.60463566,0.47295,0.44708815,0.49755764,0.37119716,0.4978857,0.43398497,0.3854098,0.45981535,0.41958973,0.457141,0.67041874,0.38287202,0.51441014,0.42062658,0.5356519,0.3060885,0.42504466,0.6315561,0.58625084,0.67671365,0.58291286,0.56269526,0.50610906,0.5478874,0.6723906,0.2579105,0.42969134,0.5774811,0.67588127,0.4484025,0.57564485,0.46256137,0.36751968,0.61324,0.43810833,0.5575242,0.54935825,0.55558926,0.5575644,0.5023995,0.5574754,0.3619301,0.69478196,0.5965654,0.5709418,0.42623502,0.5190921,0.58285385,0.42400932,0.6111065,0.50496733,0.4908933
P,0.8679839,0.75998425,0.5054129,0.70032334,0.5318445,0.5397674,0.66595495,0.575103,0.47362635,0.59966564,0.6132493,0.58467984,0.5159744,0.3503759,0.520733,0.32991785,0.5495273,0.7275732,0.6289495,0.41997576,0.56946754,0.57632875,0.4422263,0.50364476,0.43361956,0.46640322,0.48579597,0.46532845,0.58071727,0.47747892,0.54678416,0.46808437,0.38953662,0.61377466,0.54500306,0.29771256,0.5343402,0.4382651,0.56791914,0.44330147,0.5436186,0.49948347,0.45701548,0.5411732,0.46806628,0.38399622,0.59781456,0.54877144,0.39518887,0.33169913,0.5278711,0.5115858,0.6599871,0.50613904,0.40259612,0.59494144,0.56010413,0.36338818,0.5156171,0.4074934,0.41979817,0.46378255,0.52353007,0.4038633,0.5719356,0.40848452,0.5533776,0.4971247,0.559032,0.5414022,0.4709682,0.52026004,0.46143284,0.41614297,0.6273318,0.40985727,0.46710065,0.41665182,0.5082413,0.62847996,0.5822565,0.37330204,0.4456989,0.49838898
P,0.90156657,0.7966703,0.52649915,0.40546274,0.50938815,0.3777579,0.57413113,0.5702255,0.421149,0.5754568,0.5153168,0.52985483,0.50085104,0.47349426,0.5529135,0.5223617,0.40691638,0.51849586,0.5291667,0.51361907,0.4737686,0.41851708,0.4624371,0.5159921,0.45238936,0.37274772,0.5355856,0.6164324,0.40051654,0.45724443,0.56615376,0.51307887,0.55668586,0.39482686,0.18091565,0.5265916,0.5375375,0.5033929,0.6162436,0.5612913,0.5779518,0.5888135,0.49230185,0.5868729,0.53307956,0.37727046,0.4815616,0.49225548,0.5147475,0.39878285,0.42371434,0.6513543,0.52001995,0.50510055,0.47628808,0.535596,0.5983213,0.6388532,0.557856,0.5287581,0.5711451,0.5429337,0.3495324,0.5588833,0.5243617,0.38882974,0.5723987,0.59992707,0.40732497,0.5089493,0.5528829,0.48341954,0.5585003,0.46457404,0.49715102,0.3190304,0.4230256,0.5588068,0.43023843,0.5087411,0.5978543,0.65269387,0.50507873,0.6058151
P,0.90963954,0.65762544,0.41972792,0.52243024,0.50933033,0.4904715,0.38873947,0.5033718,0.41548678,0.5337081,0.570678,0.6224127,0.46269935,0.4631378,0.46771255,0.44483483,0.56106603,0.44295028,0.5828667,0.40157533,0.4413699,0.5823259,0.52143306,0.514495,0.48234022,0.73177963,0.59824854,0.53612554,0.43452883,0.36398482,0.39384803,0.4352052,0.46939003,0.42894936,0.3760781,0.45803264,0.5086569,0.54311854,0.28113684,0.54273045,0.5541715,0.444548,0.48031592,0.39158115,0.4486861,0.45252386,0.55101407,0.604225,0.45840538,0.538269,0.3778162,0.32252622,0.6415687,0.51543623,0.4882356,0.6411426,0.29424033,0.5381622,0.3737772,0.50140524,0.4575516,0.4266019,0.50071746,0.44847932,0.45858026,0.477496,0.26315328,0.4811991,0.5885892,0.5710558,0.443713,0.4715469,0.4691503,0.5329111,0.34344316,0.45700836,0.54987794,0.45671982,0.4611841,0.5080616,0.56437314,0.44623795,0.40314293,0.5981864
P,0.77317476,0.47163668,0.56655025,0.45731175,0.54127204,0.60499215,0.600446,0.6831009,0.43457115,0.57156765,0.5371788,0.5589517,0.6228693,0.37744224,0.61049676,0.37520063,0.38546878,0.5281166,0.33489206,0.5406181,0.4915173,0.4012424,0.4960407,0.28619394,0.5393611,0.4944621,0.5106093,0.6499547,0.48319083,0.34932432,0.45788673,0.5269165,0.6128508,0.6059343,0.28080246,0.41183943,0.5783758,0.5196798,0.51376337,0.38502562,0.48130688,0.5196698,0.28393298,0.5224107,0.44447038,0.59926426,0.4143128,0.6400901,0.5131503,0.53041595,0.39206463,0.5042528,0.6963043,0.38413295,0.42482978,0.436605,0.55647194,0.44836012,0.5697753,0.75718534,0.4000142,0.63464546,0.6688426,0.4617936,0.5679,0.4675357,0.30985147,0.480705,0.37851283,0.38384283,0.23670617,0.4837487,0.50795525,0.6159852,0.45334262,0.7396933,0.48463508,0.5953716,0.5718362,0.5151349,0.48253527,0.45721138,0.6407978,0.5547462
P,0.865645,0.66409683,0.6175123,0.40505683,0.4951684,0.35323203,0.5307585,0.35201848,0.6709634,0.4824941,0.60816234,0.5073712,0.5404489,0.43687734,0.4585279,0.56831944,0.5182405,0.47834027,0.28493178,0.43173748,0.5180187,0.6128273,0.557627,0.7049846,0.5957167,0.4652351,0.42834076,0.44261122,0.5913338,0.59837407,0.46983683,0.41274312,0.418154,0.48094988,0.32744247,0.52628213,0.40155733,0.4766945,0.4917778,0.3410324,0.45961174,0.33327428,0.3788877,0.5038457,0.49216676,0.30653524,0.4802336,0.4740791,0.5517788,0.4703324,0.6346961,0.4886134,0.5373231,0.41350326,0.52923644,0.61612946,0.5357669,0.49489743,0.3471973,0.46997535,0.5524221,0.48561844,0.48030007,0.65827334,0.44378936,0.48048747,0.5041118,0.49898884,0.42919314,0.5451795,0.48034105,0.44501084,0.56634414,0.53599846,0.4129477,0.6963614,0.5380667,0.6553935,0.5060056,0.33154002,0.6634582,0.56254315,0.5699136,0.38942406
P,0.7551685,0.6460999,0.69381565,0.47498438,0.47144574,0.37498692,0.5309526,0.49729264,0.43231735,0.4510506,0.44154823,0.4641558,0.25897866,0.31481153,0.33015853,0.66388124,0.4533959,0.6250785,0.36834127,0.6428245,0.600218,0.620684,0.60466796,0.62551343,0.48090017,0.43052444,0.5577252,0.4242099,0.38153157,0.68556917,0.5405151,0.52525115,0.48238444,0.54434365,0.3719096,0.5554189,0.43556997,0.58139724,0.41477808,0.45158562,0.46223435,0.48294905,0.5408,0.47650933,0.42350733,0.39420655,0.53767127,0.70331895,0.5756027,0.61602896,0.49748865,0.44088578,0.61499923,0.4974545,0.53884774,0.5218452,0.5072977,0.2721324,0.5036576,0.37239122,0.47151625,0.3750693,0.53041154,0.49288717,0.5125987,0.32180363,0.52825284,0.5688683,0.526906,0.37180352,0.6363061,0.57368267,0.53255844,0.5125448,0.39847064,0.2705459,0.4466772,0.44868612,0.3377279,0.41802388,0.55002445,0.47941104,0.3875411,0.68802035
P,0.743903,0.607859,0.6015405,0.5698618,0.48397392,0.32551718,0.5859928,0.5145642,0.42498147,0.47061336,0.39750692,0.426714,0.5466114,0.49708566,0.43206465,0.45759708,0.41806477,0.6047204,0.5318901,0.45404467,0.5164767,0.54241794,0.4626962,0.37470168,0.62619877,0.53627217,0.48200572,0.58130074,0.5696158,0.50448924,0.490956,0.6009777,0.5173382,0.4147786,0.49182808,0.7868385,0.42975315,0.554342,0.4496967,0.36573726,0.5871279,0.54204273,0.54536843,0.4718826,0.3294682,0.4841481,0.61477894,0.6385903,0.5058561,0.39901957,0.4215958,0.3612032,0.2643219,0.5128781,0.3420081,0.3129936,0.51902336,0.5579249,0.51874024,0.4580516,0.45703006,0.6171118,0.5034639,0.6188299,0.37355494,0.38345492,0.5070803,0.46728247,0.62540776,0.56171775,0.4609149,0.27203363,0.3596415,0.5047915,0.4241385,0.48312983,0.24754208,0.68985844,0.45288527,0.4104635,0.51493,0.7190102,0.54447913,0.44228393
P,0.9329359,0.6539527,0.55298024,0.6891145,0.41423365,0.5131378,0.49467853,0.28386807,0.38092655,0.5721472,0.60515326,0.57846415,0.5807619,0.4851773,0.5222913,0.3444521,0.2674056,0.4558127,0.5217396,0.39399025,0.59566385,0.39884865,0.41357934,0.4872276,0.43739182,0.41412064,0.44787094,0.44484964,0.50166374,0.5862527,0.5174557,0.4055095,0.54385924,0.482316,0.5573945,0.643247,0.539001,0.7114359,0.47153553,0.594298,0.5105851,0.41065896,0.5330099,0.57148045,0.60437286,0.47704017,0.4821551,0.5834236,0.4334171,0.47710738,0.20746797,0.5376135,0.72901475,0.5588731,0.52682334,0.6278087,0.42425066,0.5970228,0.72047085,0.5098069,0.45818076,0.6043852,0.38120884,0.4006495,0.380045,0.6095093,0.4766779,0.63457394,0.46328944,0.49679145,0.6368233,0.47814342,0.5254222,0.45481223,0.4454033,0.50871295,0.54472744,0.24815068,0.5074043,0.45788503,0.53394157,0.48952928,0.62856203,0.36347127
P,0.80002385,0.5977262,0.5111976,0.40369797,0.4602878,0.44317952,0.27736396,0.5287652,0.5409227,0.4400592,0.6350603,0.44203013,0.42441246,0.62370557,0.4564724,0.4057582,0.53653115,0.46908805,0.5955917,0.44743866,0.5474997,0.4668479,0.6810633,0.43114987,0.4485943,0.4926971,0.5471543,0.48599336,0.5113709,0.6073211,0.6198728,0.36637717,0.6991682,0.5549951,0.59099334,0.48912486,0.42899036,0.5652172,0.44784325,0.41521645,0.47999975,0.67605245,0.542873,0.46846592,0.39550942,0.80818427,0.32480723,0.40328282,0.4857762,0.4807011,0.5280718,0.26586044,0.5934854,0.45188874,0.65735877,0.43327165,0.4617181,0.412565,0.5140122,0.56424415,0.53251916,0.5523111,0.537032,0.4442956,0.56700855,0.40809435,0.4015998,0.31447005,0.37289786,0.43818945,0.65915596,0.55500317,0.5578451,0.4969285,0.74303544,0.47743666,0.5465548,0.48246858,0.45488796,0.44534153,0.41063076,0.55744344,0.43160278,0.29540595
